ID,agot1,agot2,agot3,eng1,eng2,eng3,iab1,iab2,iab3,age,exp,emp,rol,gnr,suc
1386,3,3,3,3,4,4,4,3,5,43,24,22,Administrativo,Femenino,Sur
1387,3,2,2,4,2,4,2,3,2,60,35,30,Técnico,Femenino,Centro
1388,3,3,3,2,4,6,5,1,5,47,43,20,Técnico,Femenino,Centro
1389,4,2,4,3,2,5,5,2,5,54,29,11,Técnico,Masculino,Sur
1390,4,1,3,3,3,3,4,3,3,47,45,22,Técnico,Masculino,Sur
1391,1,4,2,6,4,2,3,2,3,60,47,27,Técnico,Otro,Centro
1392,4,2,4,1,1,6,2,5,1,55,34,5,Profesional,Femenino,Centro
1393,5,2,5,1,2,6,5,1,5,48,39,39,Administrativo,Masculino,Sur
1394,5,2,4,1,1,6,1,4,1,61,45,44,Profesional,Otro,Sur
1395,3,3,2,2,4,4,3,3,4,59,45,40,Profesional,Masculino,Centro
1396,3,3,3,2,3,5,5,1,5,46,45,40,Profesional,Femenino,Centro
1397,2,3,2,4,4,3,4,3,3,39,37,36,Profesional,Masculino,Sur
1398,3,3,2,3,3,4,2,3,2,43,41,37,Profesional,Otro,Sur
1399,3,4,2,4,3,3,5,1,4,41,37,29,Administrativo,Femenino,Sur
1400,4,3,5,2,2,5,2,3,2,36,32,30,Profesional,Masculino,Sur
1401,5,1,5,1,2,5,5,2,4,26,26,19,Profesional,Femenino,Sur
1402,1,5,2,6,6,1,4,3,5,31,30,28,Administrativo,Femenino,Centro
1403,4,2,5,3,2,5,4,1,5,43,43,35,Técnico,Femenino,Centro
1404,4,2,3,3,2,4,5,2,5,45,43,10,Técnico,Femenino,Sur
1405,1,5,2,6,4,1,4,1,5,51,26,6,Profesional,Femenino,Sur
1406,3,2,3,3,4,5,3,4,3,25,22,19,Profesional,Femenino,Sur
1407,5,1,4,2,1,5,5,2,5,53,41,35,Administrativo,Otro,Centro
1408,1,4,1,4,5,2,4,1,3,61,45,36,Técnico,Femenino,Centro
1409,5,1,4,1,1,5,4,1,3,40,39,13,Profesional,Femenino,Sur
1410,1,5,2,4,6,3,5,2,4,58,41,31,Profesional,Otro,Centro
1411,2,3,1,5,4,3,1,5,1,22,20,12,Administrativo,Otro,Sur
1412,2,3,1,3,3,4,2,5,1,54,41,40,Técnico,Masculino,Sur
1413,2,5,3,5,3,2,4,1,3,41,31,18,Profesional,Masculino,Sur
1414,5,1,5,2,2,4,5,2,4,51,40,16,Técnico,Otro,Centro
1415,5,2,5,2,1,4,3,3,2,49,33,30,Administrativo,Masculino,Sur
1416,1,5,1,6,6,2,4,1,5,37,12,3,Técnico,Femenino,Centro
1417,2,3,1,3,4,4,4,1,3,24,1,1,Profesional,Masculino,Centro
1418,1,4,2,4,6,4,5,2,5,22,22,15,Técnico,Femenino,Centro
1419,5,2,4,2,2,4,5,2,4,56,44,23,Administrativo,Otro,Sur
1420,1,4,1,5,4,3,4,3,3,25,5,0,Profesional,Masculino,Centro
1421,3,2,3,4,2,4,3,4,4,42,33,19,Profesional,Masculino,Sur
1422,5,2,5,1,1,6,1,4,2,38,17,11,Profesional,Femenino,Sur
1423,4,1,4,1,3,5,3,2,4,46,41,26,Profesional,Masculino,Sur
1424,3,3,4,3,2,3,2,5,3,21,14,6,Técnico,Masculino,Sur
1425,2,5,1,4,4,2,4,3,5,48,42,25,Administrativo,Femenino,Sur
1426,2,3,2,3,4,5,3,2,2,55,44,23,Técnico,Masculino,Centro
1427,3,4,3,4,3,4,4,2,4,31,7,3,Técnico,Masculino,Centro
1428,1,4,2,5,4,2,4,1,3,47,43,37,Administrativo,Femenino,Sur
1429,4,2,3,1,1,5,5,2,4,51,42,13,Administrativo,Femenino,Sur
1430,2,5,1,5,4,2,4,2,3,45,44,44,Técnico,Femenino,Sur
1431,2,3,2,3,3,3,4,3,5,47,27,16,Administrativo,Otro,Sur
1432,3,2,3,4,2,4,4,1,5,23,21,13,Administrativo,Otro,Centro
1433,5,2,4,2,2,5,3,4,4,30,25,1,Profesional,Otro,Centro
1434,2,5,2,5,4,3,5,1,4,53,31,3,Técnico,Masculino,Centro
1435,4,2,5,1,3,5,1,4,2,56,43,38,Profesional,Masculino,Centro
1436,1,5,2,6,4,1,5,2,5,41,22,7,Técnico,Masculino,Sur
1437,2,5,2,5,4,2,4,1,3,48,45,41,Profesional,Femenino,Centro
1438,4,1,5,2,2,4,4,2,3,62,44,30,Técnico,Femenino,Sur
1439,1,4,2,5,6,2,5,2,5,35,27,10,Profesional,Masculino,Centro
1440,2,3,1,3,5,3,4,2,4,18,5,3,Profesional,Otro,Centro
1441,1,4,2,6,5,2,5,1,5,40,30,27,Técnico,Masculino,Centro
1442,5,1,4,1,1,6,1,5,2,53,33,12,Profesional,Otro,Sur
1443,2,3,1,3,3,5,4,1,4,45,31,14,Administrativo,Femenino,Centro
1444,2,4,3,3,3,3,4,1,5,52,41,37,Administrativo,Femenino,Sur
1445,1,4,2,6,4,1,4,2,5,47,47,42,Técnico,Femenino,Centro
1446,3,2,3,4,2,2,4,1,3,36,29,18,Técnico,Femenino,Centro
1447,1,4,1,4,4,2,5,2,5,63,45,37,Administrativo,Masculino,Sur
1448,3,2,3,2,3,4,5,1,4,43,37,20,Administrativo,Masculino,Centro
1449,5,1,4,2,1,4,2,5,3,61,44,26,Técnico,Femenino,Sur
1450,4,2,3,1,2,5,4,3,4,38,38,22,Administrativo,Otro,Sur
1451,4,1,3,3,1,3,5,2,4,44,19,5,Técnico,Femenino,Sur
1452,4,3,4,2,2,6,4,3,3,43,43,37,Profesional,Masculino,Centro
1453,3,2,4,2,4,5,5,1,5,47,25,6,Administrativo,Femenino,Sur
1454,5,2,5,1,2,6,4,2,5,40,21,19,Administrativo,Otro,Centro
1455,2,5,2,5,3,2,4,1,4,46,38,38,Administrativo,Otro,Centro
1456,4,2,3,3,1,4,5,1,5,51,37,33,Administrativo,Otro,Sur
1457,3,3,4,4,3,4,5,2,5,41,39,16,Profesional,Femenino,Centro
1458,5,1,4,2,2,6,5,2,4,57,46,38,Profesional,Otro,Sur
1459,1,4,2,6,5,1,5,1,4,50,42,16,Profesional,Femenino,Sur
1460,1,4,2,6,5,1,5,1,5,60,47,44,Profesional,Otro,Centro
1461,5,1,4,2,1,4,1,5,1,41,17,9,Administrativo,Femenino,Sur
1462,3,2,4,4,3,4,5,2,4,46,45,26,Profesional,Femenino,Centro
1463,2,3,3,5,3,1,4,1,4,61,39,18,Técnico,Femenino,Centro
1464,4,3,4,1,2,5,4,2,4,20,15,11,Técnico,Otro,Sur
1465,4,1,5,2,2,5,1,4,2,58,45,2,Administrativo,Masculino,Centro
1466,5,1,4,1,2,6,5,1,4,20,17,17,Profesional,Femenino,Sur
1467,3,3,3,2,3,4,5,2,4,44,42,11,Técnico,Masculino,Centro
1468,3,2,2,2,4,4,2,4,1,58,43,26,Técnico,Femenino,Sur
1469,2,3,1,4,4,4,5,2,4,58,33,30,Administrativo,Otro,Centro
1470,2,5,3,5,5,1,4,2,5,48,40,25,Administrativo,Femenino,Centro
1471,5,2,5,1,2,5,4,3,4,54,41,35,Profesional,Masculino,Sur
1472,4,3,3,3,1,5,3,4,3,24,3,2,Profesional,Femenino,Sur
1473,4,3,4,3,3,3,4,1,3,41,16,1,Técnico,Otro,Sur
1474,1,4,1,4,5,2,5,2,5,22,16,9,Profesional,Masculino,Sur
1475,5,1,4,2,2,4,5,1,5,25,4,1,Profesional,Otro,Sur
1476,1,4,1,4,4,3,4,3,4,56,38,11,Profesional,Otro,Sur
1477,1,4,1,4,6,3,4,2,4,45,35,27,Técnico,Otro,Sur
1478,2,5,3,5,5,3,4,3,3,49,42,21,Técnico,Masculino,Centro
1479,4,3,3,1,1,6,1,5,2,49,31,23,Técnico,Otro,Sur
1480,3,2,2,4,2,4,2,4,3,44,42,0,Administrativo,Masculino,Centro
1481,1,4,1,6,4,2,5,2,5,35,35,32,Profesional,Masculino,Sur
1482,2,3,2,5,4,3,4,1,3,43,28,10,Administrativo,Femenino,Sur
1483,5,2,5,2,2,6,4,2,5,26,21,19,Técnico,Femenino,Sur
1484,1,5,2,4,6,4,4,1,4,53,44,9,Técnico,Otro,Centro
1485,4,1,5,2,3,6,1,4,1,43,39,21,Profesional,Femenino,Centro
1486,5,1,4,1,1,5,4,1,4,44,34,19,Técnico,Femenino,Centro
1487,3,3,2,2,2,4,5,2,5,40,37,19,Técnico,Femenino,Centro
1488,1,5,1,4,5,2,5,1,4,23,0,0,Profesional,Masculino,Centro
1489,4,2,3,2,2,6,5,2,4,47,44,8,Administrativo,Otro,Centro
1490,4,3,5,2,2,6,5,1,5,28,4,3,Profesional,Otro,Sur
1491,1,5,1,5,4,3,4,3,4,50,44,16,Administrativo,Otro,Centro
1492,5,2,4,2,2,4,4,1,4,30,30,25,Técnico,Masculino,Sur
1493,1,5,1,6,6,1,5,1,5,51,32,13,Técnico,Masculino,Sur
1494,5,2,5,2,2,4,4,3,5,59,39,3,Profesional,Femenino,Sur
1495,2,5,2,5,3,2,5,2,4,57,41,25,Técnico,Masculino,Sur
1496,3,2,3,2,2,4,5,1,4,25,5,0,Técnico,Otro,Sur
1497,3,3,2,3,2,3,3,4,3,49,31,20,Administrativo,Otro,Sur
1498,2,4,2,3,3,4,2,4,1,43,25,4,Técnico,Otro,Sur
1499,1,5,2,5,4,1,3,3,4,49,32,30,Técnico,Femenino,Sur
1500,1,5,1,5,5,1,5,2,5,30,21,20,Profesional,Femenino,Sur
1501,2,5,2,3,5,3,4,3,3,55,45,44,Técnico,Otro,Centro
1502,4,3,5,2,1,4,3,4,4,64,40,10,Administrativo,Otro,Centro
1503,3,2,4,4,2,3,5,1,4,27,9,5,Profesional,Femenino,Sur
1504,3,4,4,3,4,3,4,3,5,47,44,44,Técnico,Femenino,Sur
1505,1,4,1,4,4,4,4,1,4,50,45,33,Técnico,Femenino,Centro
1506,1,5,1,5,4,2,4,1,4,49,38,16,Técnico,Masculino,Sur
1507,4,2,3,3,3,3,4,3,3,44,39,32,Administrativo,Otro,Sur
1508,1,5,1,5,6,2,5,2,5,24,16,8,Administrativo,Femenino,Sur
1509,1,4,2,5,4,1,4,1,3,54,38,33,Administrativo,Otro,Centro
1510,4,3,3,1,3,5,2,5,1,50,42,28,Profesional,Masculino,Centro
1511,3,2,2,4,4,3,3,2,2,39,29,2,Administrativo,Masculino,Centro
1512,3,3,2,3,3,5,4,1,3,56,44,35,Profesional,Masculino,Sur
1513,5,1,4,2,2,6,4,1,3,23,22,8,Administrativo,Femenino,Sur
1514,5,1,4,2,1,5,5,2,5,58,45,40,Profesional,Femenino,Centro
1515,5,1,4,2,1,4,1,5,1,37,35,0,Profesional,Femenino,Centro
1516,4,1,3,1,3,5,2,5,1,52,39,25,Profesional,Femenino,Centro
1517,3,4,3,2,4,6,5,2,4,61,44,29,Profesional,Femenino,Sur
1518,5,1,4,1,2,5,5,2,4,23,17,6,Profesional,Masculino,Sur
1519,2,4,2,5,5,2,5,2,5,31,16,15,Profesional,Femenino,Centro
1520,4,2,4,3,2,5,5,2,5,38,30,30,Administrativo,Masculino,Centro
1521,1,4,2,5,5,3,5,1,4,59,45,45,Profesional,Femenino,Centro
1522,4,2,5,3,2,5,4,2,5,29,19,9,Técnico,Otro,Sur
1523,2,5,3,5,3,3,3,4,3,49,43,28,Administrativo,Masculino,Centro
1524,3,2,2,4,2,3,5,1,4,46,41,12,Profesional,Otro,Sur
1525,5,1,5,1,2,5,5,2,5,52,34,18,Profesional,Masculino,Sur
1526,4,1,3,2,2,5,1,5,2,48,29,26,Administrativo,Masculino,Centro
1527,1,4,1,4,5,4,3,3,2,51,33,21,Profesional,Femenino,Sur
1528,1,5,2,5,4,3,4,1,5,21,18,5,Técnico,Otro,Centro
1529,4,1,4,1,3,6,5,2,4,21,2,2,Profesional,Masculino,Sur
1530,2,5,2,3,3,4,3,4,2,57,41,26,Técnico,Femenino,Centro
1531,4,3,4,1,1,6,1,5,1,54,42,37,Profesional,Femenino,Sur
1532,4,3,3,3,3,3,5,2,4,51,43,40,Profesional,Masculino,Sur
1533,5,2,4,2,2,5,1,4,2,26,26,16,Profesional,Femenino,Sur
1534,1,4,2,4,6,2,4,2,3,52,30,8,Técnico,Femenino,Sur
1535,4,2,4,1,2,5,4,1,4,60,40,3,Técnico,Femenino,Sur
1536,3,2,2,3,3,4,4,3,4,46,33,28,Técnico,Femenino,Centro
1537,5,2,4,1,2,5,4,3,3,49,45,42,Profesional,Femenino,Centro
1538,4,2,4,1,1,6,2,3,2,47,45,42,Profesional,Masculino,Sur
1539,5,2,5,2,1,6,4,3,5,51,38,34,Profesional,Femenino,Sur
1540,4,2,4,1,2,5,5,2,4,43,42,36,Técnico,Otro,Sur
1541,4,2,4,2,2,6,5,1,5,48,41,40,Administrativo,Femenino,Sur
1542,5,1,4,1,1,5,5,1,4,26,5,1,Técnico,Otro,Centro
1543,4,3,5,1,2,6,5,1,4,23,5,1,Profesional,Masculino,Sur
1544,5,1,4,2,1,4,1,4,1,37,21,2,Técnico,Masculino,Centro
1545,1,4,1,6,4,2,3,2,3,38,34,29,Administrativo,Femenino,Centro
1546,1,4,1,4,4,3,4,3,5,55,41,8,Técnico,Masculino,Sur
1547,5,2,5,1,1,5,5,1,5,51,47,44,Profesional,Femenino,Sur
1548,5,2,4,2,2,5,1,5,1,43,40,33,Administrativo,Femenino,Sur
1549,2,5,3,4,3,2,4,3,4,62,37,28,Técnico,Otro,Centro
1550,1,5,2,4,5,3,4,1,3,45,40,30,Profesional,Otro,Centro
1551,2,5,1,4,3,2,4,3,4,18,0,0,Profesional,Masculino,Sur
1552,3,4,2,4,2,2,4,1,3,48,32,22,Técnico,Masculino,Sur
1553,1,5,2,4,6,4,5,1,4,23,12,10,Profesional,Masculino,Centro
1554,3,2,2,4,3,4,4,3,3,55,45,41,Profesional,Femenino,Centro
1555,1,5,1,4,5,4,3,2,2,21,9,0,Técnico,Femenino,Sur
1556,4,1,4,1,2,5,4,3,5,51,36,11,Técnico,Femenino,Centro
1557,1,4,1,4,5,4,3,3,4,50,31,17,Técnico,Masculino,Centro
1558,5,2,4,2,2,5,1,4,2,31,26,21,Administrativo,Masculino,Centro
1559,3,4,3,4,3,4,4,3,5,54,45,18,Profesional,Masculino,Centro
1560,1,4,2,6,4,1,5,2,5,60,45,26,Administrativo,Otro,Sur
1561,5,1,5,1,1,6,1,5,1,36,16,11,Profesional,Otro,Sur
1562,2,4,2,4,3,3,5,1,4,44,31,3,Técnico,Masculino,Centro
1563,4,1,5,1,2,6,4,2,4,28,19,4,Profesional,Femenino,Sur
1564,5,2,4,2,2,5,2,5,1,50,38,34,Administrativo,Otro,Centro
1565,4,1,3,2,3,6,3,3,4,27,15,14,Técnico,Femenino,Sur
1566,5,2,4,1,2,6,4,3,3,46,39,30,Técnico,Femenino,Centro
1567,3,2,4,4,3,4,4,3,3,47,34,24,Administrativo,Otro,Sur
1568,5,2,5,2,1,5,4,3,5,41,34,34,Técnico,Otro,Centro
1569,5,2,5,1,1,6,1,4,1,31,26,16,Profesional,Otro,Centro
1570,5,1,5,2,2,6,4,3,4,56,45,40,Técnico,Masculino,Centro
1571,5,1,5,2,1,4,1,4,2,36,35,2,Administrativo,Femenino,Centro
1572,2,3,1,5,4,3,5,2,5,43,27,5,Profesional,Otro,Sur
1573,1,4,2,4,4,4,4,3,3,37,37,35,Administrativo,Masculino,Centro
1574,4,1,4,3,3,5,4,1,4,32,8,6,Profesional,Otro,Centro
1575,5,2,4,1,1,5,4,1,3,43,40,35,Técnico,Masculino,Centro
1576,3,2,2,2,4,5,4,3,5,20,15,11,Técnico,Masculino,Centro
1577,5,1,4,1,2,5,4,3,4,38,14,6,Técnico,Otro,Sur
1578,3,2,4,4,3,2,4,1,4,58,37,26,Profesional,Otro,Centro
1579,3,3,4,2,2,6,5,1,5,21,20,20,Técnico,Otro,Centro
1580,4,1,4,2,2,6,5,2,5,48,43,41,Profesional,Masculino,Sur
1581,1,4,1,4,5,3,5,1,5,48,35,24,Técnico,Femenino,Sur
1582,1,5,2,4,4,3,4,1,5,29,27,5,Técnico,Masculino,Centro
1583,2,5,3,5,5,1,5,1,4,44,30,28,Técnico,Femenino,Sur
1584,2,5,2,3,3,5,4,1,5,52,35,13,Administrativo,Masculino,Sur
1585,4,1,3,2,3,6,2,4,2,36,11,10,Administrativo,Masculino,Centro
1586,5,2,4,2,1,4,3,2,2,52,42,31,Administrativo,Masculino,Centro
1587,5,2,5,2,2,5,1,5,1,45,36,32,Técnico,Femenino,Sur
1588,2,4,3,4,5,3,5,1,5,61,37,17,Administrativo,Femenino,Centro
1589,5,1,5,2,2,4,4,1,4,49,44,20,Administrativo,Otro,Sur
1590,5,1,5,1,1,6,1,4,1,49,44,19,Profesional,Femenino,Sur
1591,4,2,3,1,2,5,4,2,4,49,24,22,Profesional,Femenino,Sur
1592,2,5,3,5,5,2,4,3,3,55,39,39,Profesional,Otro,Sur
1593,3,3,2,2,4,6,5,2,4,59,42,22,Técnico,Otro,Centro
1594,1,5,2,5,6,1,4,2,3,24,9,4,Profesional,Otro,Centro
1595,3,4,3,4,4,2,4,2,3,41,34,33,Técnico,Otro,Sur
1596,2,4,3,3,3,4,4,2,5,60,40,38,Profesional,Femenino,Centro
1597,2,5,1,3,3,5,5,1,5,35,16,7,Administrativo,Otro,Centro
1598,4,2,4,2,3,4,5,1,5,55,40,28,Profesional,Masculino,Sur
1599,5,2,4,2,2,6,5,2,5,34,11,6,Profesional,Masculino,Sur
1600,1,5,1,4,4,4,5,2,4,57,34,28,Profesional,Femenino,Centro
1601,4,1,5,3,2,4,4,2,4,49,43,43,Técnico,Masculino,Sur
1602,1,4,1,4,4,2,5,1,5,37,30,11,Técnico,Femenino,Centro
1603,1,5,2,6,5,1,5,1,4,23,9,2,Profesional,Masculino,Sur
1604,3,3,2,3,3,4,2,4,3,60,43,30,Técnico,Masculino,Centro
1605,3,2,4,3,2,3,3,2,3,21,15,11,Profesional,Femenino,Centro
1606,2,5,2,4,3,2,4,2,4,43,31,29,Profesional,Femenino,Sur
1607,5,2,4,1,2,5,5,2,4,54,43,26,Profesional,Masculino,Sur
1608,5,2,5,1,2,6,4,3,4,37,37,35,Técnico,Masculino,Centro
1609,3,4,2,3,4,3,4,2,4,49,29,28,Administrativo,Otro,Sur
1610,4,1,5,3,1,4,4,1,3,58,39,32,Técnico,Masculino,Centro
1611,5,1,4,1,1,6,2,5,3,35,12,12,Técnico,Femenino,Sur
1612,3,2,4,4,2,4,4,2,5,55,38,5,Técnico,Otro,Sur
1613,3,3,2,4,3,4,5,1,4,25,15,9,Técnico,Femenino,Centro
1614,4,2,5,1,2,5,4,3,5,59,41,36,Profesional,Masculino,Centro
1615,2,3,3,4,5,2,4,3,3,59,44,40,Profesional,Otro,Centro
1616,2,4,3,4,3,2,4,1,5,61,43,25,Administrativo,Masculino,Sur
1617,3,2,4,3,4,3,5,1,5,34,11,8,Profesional,Otro,Centro
1618,5,1,4,1,2,6,5,1,5,41,23,11,Profesional,Femenino,Centro
1619,5,1,4,2,1,4,2,4,1,51,37,12,Administrativo,Femenino,Centro
1620,1,5,1,6,5,2,5,2,4,50,25,7,Técnico,Femenino,Centro
1621,4,2,3,1,3,6,5,1,5,51,43,41,Administrativo,Femenino,Centro
1622,5,1,4,1,1,6,2,3,3,25,17,15,Profesional,Masculino,Sur
1623,3,4,2,2,4,4,3,2,3,23,22,11,Administrativo,Masculino,Centro
1624,4,1,5,3,1,4,5,2,5,47,26,20,Profesional,Masculino,Centro
1625,5,2,4,2,2,6,4,2,4,46,43,31,Profesional,Femenino,Centro
1626,5,2,5,2,2,6,4,2,5,24,24,15,Profesional,Masculino,Sur
1627,2,3,2,3,5,5,5,2,5,48,35,16,Profesional,Femenino,Centro
1628,4,3,5,2,1,4,3,4,2,42,35,7,Técnico,Masculino,Centro
1629,1,4,2,5,6,2,5,1,4,58,41,8,Profesional,Otro,Sur
1630,5,2,5,2,2,5,3,2,2,57,39,30,Administrativo,Masculino,Sur
1631,4,2,4,1,2,5,4,3,4,52,45,33,Técnico,Otro,Centro
1632,5,1,5,2,2,6,5,2,4,45,23,10,Profesional,Femenino,Sur
1633,2,4,3,4,4,3,3,2,2,55,35,15,Técnico,Otro,Sur
1634,4,3,4,3,3,4,2,4,2,63,45,10,Administrativo,Otro,Sur
1635,2,3,1,3,5,5,4,2,4,35,35,22,Técnico,Femenino,Sur
1636,1,4,2,4,5,4,4,3,4,39,21,8,Administrativo,Masculino,Centro
1637,1,5,1,6,4,1,4,2,3,32,19,17,Técnico,Masculino,Sur
1638,2,5,1,4,3,2,3,2,4,63,38,18,Administrativo,Otro,Centro
1639,3,4,2,4,2,3,5,2,4,42,34,34,Técnico,Masculino,Centro
1640,3,3,3,4,4,2,4,3,3,23,5,5,Técnico,Masculino,Centro
1641,2,5,2,5,5,3,5,2,5,29,10,10,Técnico,Femenino,Sur
1642,4,1,4,1,2,5,5,2,4,58,37,2,Profesional,Masculino,Centro
1643,5,1,5,1,1,5,4,2,5,57,47,21,Técnico,Otro,Sur
1644,3,4,3,3,3,3,4,2,5,20,12,6,Profesional,Otro,Centro
1645,1,5,2,4,4,4,5,1,4,30,20,11,Profesional,Femenino,Sur
1646,1,4,2,5,5,2,5,2,4,45,30,13,Técnico,Masculino,Centro
1647,2,5,2,4,5,2,4,2,4,57,33,19,Técnico,Otro,Centro
1648,4,2,5,2,3,4,5,2,5,54,40,4,Técnico,Masculino,Sur
1649,5,1,4,2,2,4,5,1,5,44,33,16,Técnico,Femenino,Centro
1650,4,2,5,2,1,6,5,2,4,61,40,28,Técnico,Femenino,Centro
1651,3,2,3,3,4,5,2,4,1,56,37,24,Técnico,Masculino,Centro
1652,5,2,5,1,1,6,1,4,1,39,35,1,Profesional,Masculino,Sur
1653,2,3,2,5,3,2,4,1,3,33,14,8,Administrativo,Masculino,Sur
1654,5,1,4,1,1,6,1,4,1,38,27,14,Técnico,Otro,Sur
1655,3,4,3,4,3,3,5,1,4,44,32,9,Técnico,Masculino,Centro
1656,1,5,1,6,6,1,5,2,5,50,43,10,Profesional,Masculino,Centro
1657,4,1,5,2,1,4,3,4,3,38,21,17,Técnico,Otro,Sur
1658,1,4,1,6,5,1,5,2,5,40,40,20,Administrativo,Femenino,Sur
1659,4,3,3,1,2,6,4,3,3,48,44,42,Técnico,Masculino,Sur
1660,4,3,3,3,1,3,4,3,3,44,44,39,Administrativo,Otro,Centro
1661,5,1,5,2,1,6,5,2,5,65,40,22,Técnico,Masculino,Centro
1662,1,5,2,5,5,1,4,2,3,57,32,7,Profesional,Otro,Sur
1663,5,1,5,2,2,6,5,1,5,60,44,26,Técnico,Femenino,Sur
1664,2,4,2,3,4,5,3,3,3,56,42,6,Profesional,Otro,Sur
1665,4,2,5,2,2,5,1,4,1,42,21,11,Profesional,Otro,Sur
1666,3,3,2,2,3,6,3,4,3,58,36,34,Administrativo,Femenino,Centro
1667,2,3,3,5,4,1,5,1,5,49,43,16,Administrativo,Otro,Sur
1668,2,5,1,3,4,5,2,5,2,55,42,19,Profesional,Femenino,Centro
1669,1,4,2,6,4,1,4,2,5,42,39,28,Técnico,Femenino,Sur
1670,5,1,5,1,1,5,5,2,4,25,0,0,Técnico,Femenino,Centro
1671,1,4,2,4,4,2,4,2,5,48,45,44,Técnico,Femenino,Centro
1672,3,3,2,2,3,5,4,3,3,51,30,23,Técnico,Femenino,Centro
1673,5,2,5,1,1,5,4,3,3,35,24,23,Profesional,Masculino,Centro
1674,4,3,4,2,2,5,2,5,3,32,18,13,Técnico,Otro,Centro
1675,5,1,5,1,1,5,5,2,5,48,34,34,Administrativo,Otro,Sur
1676,4,1,4,3,2,3,3,3,4,57,43,27,Profesional,Otro,Sur
1677,2,5,1,5,4,2,5,2,5,23,5,3,Técnico,Femenino,Centro
1678,5,2,5,1,1,6,1,5,1,24,8,8,Profesional,Masculino,Centro
1679,3,4,4,2,2,6,4,1,3,43,18,12,Técnico,Otro,Sur
1680,5,1,4,2,2,5,2,5,1,46,42,41,Administrativo,Otro,Centro
1681,3,4,3,4,4,3,3,4,2,46,42,39,Técnico,Otro,Sur
1682,2,5,3,3,3,4,3,4,3,42,18,1,Profesional,Otro,Sur
1683,5,1,5,1,2,5,4,3,4,57,46,40,Profesional,Otro,Centro
1684,2,3,2,3,5,3,3,4,4,46,23,18,Administrativo,Otro,Sur
1685,1,4,1,6,6,2,4,3,5,39,27,1,Administrativo,Femenino,Centro
1686,5,2,5,1,1,5,4,3,3,27,2,1,Técnico,Otro,Sur
1687,3,3,4,3,3,4,2,3,1,50,28,13,Profesional,Otro,Centro
1688,5,1,5,1,1,5,5,2,5,45,29,26,Técnico,Masculino,Centro
1689,4,2,3,2,3,6,3,4,4,41,17,3,Profesional,Otro,Centro
1690,1,4,2,4,4,3,4,1,5,46,26,9,Profesional,Masculino,Centro
1691,2,4,2,3,5,4,4,1,3,25,5,3,Profesional,Femenino,Centro
1692,1,4,2,5,6,1,5,2,4,36,23,23,Técnico,Otro,Sur
1693,2,3,1,5,5,1,4,3,4,36,35,10,Administrativo,Masculino,Centro
1694,5,2,5,1,2,5,5,2,5,43,41,31,Profesional,Masculino,Sur
1695,1,4,1,6,5,2,4,3,4,40,27,7,Administrativo,Otro,Centro
1696,2,3,2,4,4,2,4,2,3,52,36,30,Profesional,Otro,Centro
1697,2,4,3,5,5,3,5,1,5,45,40,6,Administrativo,Otro,Sur
1698,4,1,4,2,1,6,4,3,3,42,37,9,Técnico,Masculino,Centro
1699,3,2,3,4,3,3,5,1,4,21,14,5,Técnico,Otro,Centro
1700,2,5,2,5,3,1,5,2,4,31,9,8,Técnico,Femenino,Centro
1701,5,2,4,1,2,5,4,2,4,49,40,33,Técnico,Femenino,Sur
1702,5,2,4,1,2,6,5,1,4,29,26,19,Profesional,Masculino,Sur
1703,2,3,1,4,3,2,3,2,4,37,21,15,Técnico,Femenino,Sur
1704,2,3,1,3,5,4,4,1,3,28,8,4,Técnico,Otro,Sur
1705,1,4,2,4,6,4,5,1,5,39,18,5,Profesional,Femenino,Centro
1706,4,2,5,1,3,5,2,5,1,29,8,4,Profesional,Masculino,Sur
1707,1,5,1,6,4,2,5,1,4,51,34,28,Profesional,Masculino,Centro
1708,4,3,4,2,2,5,2,3,2,48,36,25,Técnico,Femenino,Sur
1709,4,2,3,1,1,5,4,2,4,55,44,42,Administrativo,Masculino,Sur
1710,2,4,3,5,4,2,5,2,5,56,31,29,Técnico,Masculino,Centro
1711,2,5,2,5,3,3,3,2,4,29,13,5,Profesional,Otro,Sur
1712,3,3,4,3,2,3,2,4,1,52,38,11,Técnico,Otro,Centro
1713,2,5,1,5,4,2,4,1,3,23,9,1,Profesional,Masculino,Sur
1714,2,3,3,5,5,2,4,1,4,55,43,42,Profesional,Otro,Centro
1715,2,4,1,5,5,2,5,2,4,51,27,16,Profesional,Masculino,Centro
1716,5,1,5,2,2,5,2,5,1,41,40,30,Administrativo,Otro,Sur
1717,2,3,3,4,5,2,5,1,4,60,45,30,Profesional,Masculino,Centro
1718,1,5,2,6,5,1,4,2,4,55,35,35,Técnico,Otro,Sur
1719,4,2,5,2,2,6,4,3,4,48,44,41,Administrativo,Femenino,Sur
1720,5,1,5,1,1,5,5,2,4,38,32,1,Administrativo,Otro,Centro
1721,3,4,4,2,4,5,5,1,4,49,35,29,Profesional,Femenino,Centro
1722,2,5,2,5,5,3,5,2,5,27,5,3,Profesional,Masculino,Sur
1723,3,3,2,2,4,5,5,2,4,64,47,24,Técnico,Otro,Sur
1724,1,5,2,6,6,2,4,1,5,51,41,12,Profesional,Femenino,Sur
1725,1,5,2,5,6,1,5,2,4,19,18,11,Profesional,Otro,Sur
